"","hosttype","hostname","hostorder","hostfamily","hostenv","location","lat","long","gmpdprotname","prev","numhosts","numsamples","ID"
"1452","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Hells Canyon National Recreation Area, Idaho, USA",45.33,-116.57,"Toxoplasma gondii",1,1,1,1452
"1453","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Hells Canyon National Recreation Area, Idaho, USA",45.33,-116.57,"Toxoplasma gondii",1,1,1,1453
"1454","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Idaho state, USA",44.39,-114.66,"Toxoplasma gondii",0.04,24,24,1454
"1455","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Nevada",39.36,-116.66,"Toxoplasma gondii",0.00935,107,107,1455
"1456","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Oregon",43.94,-120.55,"Toxoplasma gondii",0.01,70,70,1456
"1457","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Hall Mountain, Washington",48.83,-117.25,"Toxoplasma gondii",0.04,411,411,1457
"1458","ungulates","Ovis canadensis","Artiodactyla","Bovidae","terrestrial","Wyoming, USA",43.08,-107.29,"Toxoplasma gondii",0.12,8,8,1458
"1459","ungulates","Ozotoceros bezoarticus","Artiodactyla","Cervidae","terrestrial","Corumba, Brazil",-19.01,-57.65,"Neospora caninum",0.75,16,16,1459
"1460","ungulates","Ozotoceros bezoarticus","Artiodactyla","Cervidae","terrestrial","National Park of Emas, Brazil",-18.12,-52.91,"Neospora caninum",0.13,23,23,1460
"1461","ungulates","Ozotoceros bezoarticus","Artiodactyla","Cervidae","terrestrial","Emas National Park, Goias State, BRAZIL",-18.12,-52.91,"Toxoplasma gondii",0.12,41,41,1461
"1462","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Dzanga-Ndoki National Park",2.36,16.26,"Balantidium coli",0.08,NA,23,1462
"1463","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.104,48,48,1463
"1464","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.167,39,39,1464
"1465","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.103,29,29,1465
"1466","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.1,28,28,1466
"1467","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.051,59,59,1467
"1468","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.128,12,12,1468
"1469","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.035,29,29,1469
"1470","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Balantidium coli",0.208,24,24,1470
"1471","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Lope",-0.5,11.66,"Chilomastix mesnili",0.03,NA,66,1471
"1472","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Rubondo",-2.3,31.83,"Chilomastix mesnili",0.269,NA,206,1472
"1473","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Lope",-0.5,11.66,"Endolimax nana",0.12,NA,66,1473
"1474","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Endolimax nana",0.06,49,49,1474
"1475","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba chattoni",0.4,45,123,1475
"1476","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba chattoni",0.703,37,37,1476
"1477","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba chattoni",0.703,37,37,1477
"1478","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba chattoni",NA,22,NA,1478
"1479","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Fongoli",12.683,-12.2,"Entamoeba coli",0.102,33,132,1479
"1480","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.462,12,12,1480
"1481","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.48,25,25,1481
"1482","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.607,28,28,1482
"1483","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.542,59,59,1483
"1484","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.455,22,22,1484
"1485","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.654,52,52,1485
"1486","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.552,29,29,1486
"1487","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.521,48,48,1487
"1488","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.7,10,10,1488
"1489","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.641,39,39,1489
"1490","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.587,47,47,1490
"1491","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.375,24,24,1491
"1492","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.917,39,39,1492
"1493","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.448,29,29,1493
"1494","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba coli",0.22,22,22,1494
"1495","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba coli",0.01,45,123,1495
"1496","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Lope",-0.5,11.66,"Entamoeba coli",0.03,NA,66,1496
"1497","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.12,49,49,1497
"1498","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.08,49,49,1498
"1499","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.14,49,49,1499
"1500","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.35,46,254,1500
"1501","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Entamoeba coli",0.24,46,46,1501
"1502","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba coli",0.027,37,37,1502
"1503","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba coli",0.027,37,37,1503
"1504","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Nikolo Koba",13.06,-12.71,"Entamoeba coli",0.07,28,70,1504
"1505","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Rubondo",-2.3,31.83,"Entamoeba coli",0.156,NA,206,1505
"1506","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Kibale, Uganda",0.45,30.41,"Entamoeba hartmanni",0.13,45,123,1506
"1507","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Lope",-0.5,11.66,"Entamoeba hartmanni",0.03,NA,66,1507
"1508","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba hartmanni",0.162,37,37,1508
"1509","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Ngogo",0.45,30.425,"Entamoeba hartmanni",0.162,37,37,1509
"1510","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Dzanga-Ndoki National Park",2.36,16.26,"Entamoeba histolytica",0.26,NA,23,1510
"1511","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.75,39,39,1511
"1512","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.667,24,24,1512
"1513","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.724,29,29,1513
"1514","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.678,59,59,1514
"1515","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.318,22,22,1515
"1516","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.5,28,28,1516
"1517","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.729,48,48,1517
"1518","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.5,10,10,1518
"1519","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.32,25,25,1519
"1520","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.795,12,12,1520
"1521","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.436,39,39,1521
"1522","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.442,52,52,1522
"1523","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.552,29,29,1523
"1524","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Entamoeba histolytica",0.348,47,47,1524
"1525","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Africa",NA,NA,"Hepatocystis kochi",NA,NA,NA,1525
"1526","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Dzanga-Ndoki National Park",2.36,16.26,"Iodamoeba butschlii",0.04,NA,23,1526
"1527","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Fongoli",12.683,-12.2,"Iodamoeba butschlii",0.094,33,132,1527
"1528","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.591,22,22,1528
"1529","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.667,39,39,1529
"1530","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.793,29,29,1530
"1531","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.357,28,28,1531
"1532","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.25,52,52,1532
"1533","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.4,10,10,1533
"1534","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.282,39,39,1534
"1535","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.604,48,48,1535
"1536","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.348,47,47,1536
"1537","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.44,25,25,1537
"1538","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.586,29,29,1538
"1539","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.708,24,24,1539
"1540","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.61,59,59,1540
"1541","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Iodamoeba butschlii",0.692,12,12,1541
"1542","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Issa",-10.74472,40.35583,"Iodamoeba butschlii",0.135,NA,119,1542
"1543","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Iodamoeba butschlii",0.02,49,49,1543
"1544","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Rubondo",-2.3,31.83,"Iodamoeba butschlii",0.134,NA,206,1544
"1545","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Dzanga-Ndoki National Park",2.36,16.26,"Pentatrichomonas hominis",0.39,NA,23,1545
"1546","primates","Pan troglodytes","Primates","Hominidae","terrestrial","BA field site, Congo",1.2,27.1,"Plasmodium falciparum",0.43,NA,286,1546
"1547","primates","Pan troglodytes","Primates","Hominidae","terrestrial","BB field site, Cameroon",2.9,14.7,"Plasmodium falciparum",0.49,18,18,1547
"1548","primates","Pan troglodytes","Primates","Hominidae","terrestrial","BF field site, Congo",1,29,"Plasmodium falciparum",1,NA,35,1548
"1549","primates","Pan troglodytes","Primates","Hominidae","terrestrial","BI field site, Congo",-0.8,24.7,"Plasmodium falciparum",0.22,NA,65,1549
"1550","primates","Pan troglodytes","Primates","Hominidae","terrestrial","BQ field site, Cameroon",3.7,12.1,"Plasmodium falciparum",0.39,NA,67,1550
"1551","primates","Pan troglodytes","Primates","Hominidae","terrestrial","CP field site, Cameroon",2.6,9.9,"Plasmodium falciparum",0.22,NA,18,1551
"1552","primates","Pan troglodytes","Primates","Hominidae","terrestrial","DG field site",3.8,13.2,"Plasmodium falciparum",0.35,NA,29,1552
"1553","primates","Pan troglodytes","Primates","Hominidae","terrestrial","DP field site",2.8,11.4,"Plasmodium falciparum",0.5,46,46,1553
"1554","primates","Pan troglodytes","Primates","Hominidae","terrestrial","EB field site, Cameroon",3.9,9.9,"Plasmodium falciparum",0.08,NA,26,1554
"1555","primates","Pan troglodytes","Primates","Hominidae","terrestrial","EK field site",2,11.3,"Plasmodium falciparum",0.12,15,15,1555
"1556","primates","Pan troglodytes","Primates","Hominidae","terrestrial","EP field site",1.3,29.8,"Plasmodium falciparum",0.34,NA,12,1556
"1557","primates","Pan troglodytes","Primates","Hominidae","terrestrial","GT field site, Congo",1.9,16.1,"Plasmodium falciparum",0.72,105,105,1557
"1558","primates","Pan troglodytes","Primates","Hominidae","terrestrial","KA field site",2.3,26.6,"Plasmodium falciparum",0.55,NA,117,1558
"1559","primates","Pan troglodytes","Primates","Hominidae","terrestrial","KM field site",5,12.8,"Plasmodium falciparum",0.37,NA,11,1559
"1560","primates","Pan troglodytes","Primates","Hominidae","terrestrial","KO field site",4.2,21.4,"Plasmodium falciparum",0.05,NA,43,1560
"1561","primates","Pan troglodytes","Primates","Hominidae","terrestrial","LB field site, Cameroon",2,15.5,"Plasmodium falciparum",0.66,8,8,1561
"1562","primates","Pan troglodytes","Primates","Hominidae","terrestrial","LU field site",-1.1,28.1,"Plasmodium falciparum",0.15,NA,131,1562
"1563","primates","Pan troglodytes","Primates","Hominidae","terrestrial","MB field site",3.1,15.3,"Plasmodium falciparum",0.59,18,18,1563
"1564","primates","Pan troglodytes","Primates","Hominidae","terrestrial","ME field site",3.2,16.1,"Plasmodium falciparum",0.81,NA,5,1564
"1565","primates","Pan troglodytes","Primates","Hominidae","terrestrial","MT field site",3.7,12.5,"Plasmodium falciparum",0.22,NA,56,1565
"1566","primates","Pan troglodytes","Primates","Hominidae","terrestrial","MU field site",2.4,29.9,"Plasmodium falciparum",0.87,NA,35,1566
"1567","primates","Pan troglodytes","Primates","Hominidae","terrestrial","ON field site",1.8,28.3,"Plasmodium falciparum",0.79,NA,46,1567
"1568","primates","Pan troglodytes","Primates","Hominidae","terrestrial","OP field site",0.2,29.1,"Plasmodium falciparum",0.2,NA,10,1568
"1569","primates","Pan troglodytes","Primates","Hominidae","terrestrial","PA field site",-0.7,26.7,"Plasmodium falciparum",0.3,NA,41,1569
"1570","primates","Pan troglodytes","Primates","Hominidae","terrestrial","UB field site",3.4,22.2,"Plasmodium falciparum",0.08,NA,98,1570
"1571","primates","Pan troglodytes","Primates","Hominidae","terrestrial","VM field site",6.4,11.8,"Plasmodium falciparum",0.81,NA,5,1571
"1572","primates","Pan troglodytes","Primates","Hominidae","terrestrial","WA field site",0.1,27,"Plasmodium falciparum",0.15,NA,40,1572
"1573","primates","Pan troglodytes","Primates","Hominidae","terrestrial","WB field site",1.3,29.1,"Plasmodium falciparum",0.34,NA,6,1573
"1574","primates","Pan troglodytes","Primates","Hominidae","terrestrial","WE field site",4.5,11.8,"Plasmodium falciparum",0.59,NA,24,1574
"1575","primates","Pan troglodytes","Primates","Hominidae","terrestrial","WL field site",-2.1,24.8,"Plasmodium falciparum",0.28,NA,22,1575
"1576","primates","Pan troglodytes","Primates","Hominidae","terrestrial","YB field site",4.6,10.9,"Plasmodium falciparum",1,NA,4,1576
"1577","primates","Pan troglodytes","Primates","Hominidae","terrestrial","YB field site",4.6,10.9,"Plasmodium falciparum",0.5,NA,20,1577
"1578","primates","Pan troglodytes","Primates","Hominidae","terrestrial","YW field site",5.4,8.9,"Plasmodium falciparum",1,NA,4,1578
"1579","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Budongo, Uganda",1.73,31.55,"Plasmodium gaboni",NA,NA,30,1579
"1580","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Tai, Ivory Coast",5.75,-7.08,"Plasmodium gaboni",NA,16,NA,1580
"1581","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Tai, Ivory Coast",5.75,-7.08,"Plasmodium malariae",NA,16,NA,1581
"1582","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Tai, Ivory Coast",5.75,-7.08,"Plasmodium ovale",NA,16,NA,1582
"1583","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Budongo, Uganda",1.73,31.55,"Plasmodium reichenowi",NA,NA,30,1583
"1584","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Cameroon",7.369722,12.354722,"Plasmodium reichenowi",0.62,8,8,1584
"1585","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Plasmodium reichenowi",NA,NA,NA,1585
"1586","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Plasmodium reichenowi",0.3,NA,NA,1586
"1587","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Stanleyville",0.51,25.2,"Plasmodium reichenowi",NA,NA,NA,1587
"1588","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Tai, Ivory Coast",5.75,-7.08,"Plasmodium reichenowi",NA,16,NA,1588
"1589","primates","Pan troglodytes","Primates","Hominidae","terrestrial",NA,NA,NA,"Plasmodium reichenowi",NA,NA,NA,1589
"1590","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Plasmodium rodhani",0.08,78,78,1590
"1591","primates","Pan troglodytes","Primates","Hominidae","terrestrial",NA,NA,NA,"Plasmodium rodhani",0.25,8,8,1591
"1592","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Democratic Republic of Congo",0,25,"Plasmodium schwetzi",NA,NA,NA,1592
"1593","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Lake Edward",-0.41,29.5,"Plasmodium schwetzi",NA,NA,NA,1593
"1594","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Cameroon",7.369722,12.354722,"Plasmodium vivax",0.37,8,8,1594
"1595","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Plasmodium vivax",0.13,NA,NA,1595
"1596","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Stanleyville",0.51,25.2,"Plasmodium vivax",NA,NA,NA,1596
"1597","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Tai, Ivory Coast",5.75,-7.08,"Plasmodium vivax",NA,16,NA,1597
"1598","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.333,39,39,1598
"1599","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.128,12,12,1599
"1600","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.25,24,24,1600
"1601","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.241,29,29,1601
"1602","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.167,48,48,1602
"1603","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.153,59,59,1603
"1604","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglocorys cava",0.207,29,29,1604
"1605","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Issa",-10.74472,40.35583,"Troglocorys cava",0.193,NA,119,1605
"1606","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Troglocorys cava",0.65,46,46,1606
"1607","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Mahale Mountains National Park, Tanzania",-6.11,29.73,"Troglocorys cava",0.29,46,254,1607
"1608","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gombe Stream National Park, Lake Tanganyika, Tanzania",-4.7,29.61,"Troglodytella abrassarti",0.782,55,55,1608
"1609","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Issa",-10.74472,40.35583,"Troglodytella abrassarti",0.622,NA,119,1609
"1610","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Brazzaville, Congo",-4.25,15.28,"Trypanosoma primatum",NA,NA,NA,1610
"1611","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Cameroon",7.369722,12.354722,"Trypanosoma primatum",NA,NA,NA,1611
"1612","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Cameroon",7.369722,12.354722,"Trypanosoma primatum",NA,NA,NA,1612
"1613","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Democratic Republic of Congo",0,25,"Trypanosoma primatum",NA,NA,NA,1613
"1614","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Gabon",-1,11.75,"Trypanosoma primatum",NA,NA,NA,1614
"1615","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Trypanosoma primatum",NA,NA,NA,1615
"1616","primates","Pan troglodytes","Primates","Hominidae","terrestrial","Liberia",6.5,-9.5,"Trypanosoma primatum",NA,NA,NA,1616
"1617","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Serengeti National Park and Ngorongo Crater Conservation Area",-2.33,34.83,"Cystoisospora felis",0.48,33,33,1617
"1618","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Serengeti National Park and Ngorongo Crater Conservation Area",-2.33,34.83,"Cystoisospora felis",0.06,33,33,1618
"1619","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",0.4,5,17,1619
"1620","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",1,1,NA,1620
"1621","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",1,1,NA,1621
"1622","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",1,3,11,1622
"1623","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",1,2,NA,1623
"1624","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Intu Afrika Kalahari Game Reserve, Namibia",-24.55,18.52,"Cystoisospora felis",1,1,NA,1624
"1625","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Nairobi National Park",-1.37,36.86,"Hepatozoon canis",1,2,2,1625
"1626","carnivores","Panthera leo","Carnivora","Felidae","terrestrial","Masai Mara Game Reserve, Nairobi National Park, and Kibwezi district, KENYA",-0.02,37.91,"Neospora caninum",0.55,NA,20,1626
